Generation,Mean_RMSE,Std_Dev,Best_RMSE
105,45.587097,1.2055969,43.605427
106,45.499554,1.2073114,43.45694
107,45.425163,1.2189989,43.45694
108,45.342983,1.2564285,43.290794
109,45.25902,1.2698828,43.205235
110,45.187366,1.2704874,43.100586
111,45.104122,1.2591975,43.087803
112,45.017597,1.2513051,42.952003
113,44.936226,1.2426602,42.952003
114,44.834843,1.2509669,42.880627
115,44.777897,1.249568,42.742603
116,44.680878,1.2705959,42.62086
117,44.615387,1.2774816,42.545902
118,44.55651,1.300672,42.42344
119,44.470676,1.3282686,42.1878
120,44.389282,1.3189925,42.17567
121,44.3014,1.3241369,42.17567
122,44.247746,1.3326635,42.09841
123,44.170036,1.3644352,41.975555
124,44.102295,1.3823626,41.874252
125,44.02436,1.3804817,41.711834
126,43.95737,1.3886912,41.711834
127,43.892418,1.3864425,41.697998
128,43.78899,1.4104129,41.51263
129,43.73263,1.4139973,41.51263
130,43.679527,1.4191781,41.51263
131,43.595028,1.434245,41.420746
132,43.51113,1.4518377,41.278725
133,43.46496,1.4692816,41.2054
134,43.39172,1.4733113,41.093914
135,43.35062,1.4803963,41.07502
136,43.271034,1.5059184,40.96807
137,43.19703,1.5102837,40.90595
138,43.129055,1.5383819,40.664394
139,43.066284,1.5295212,40.664394
140,43.020405,1.5112728,40.64641
141,42.974533,1.5228969,40.626137
142,42.91044,1.5442522,40.572796
143,42.834404,1.5682573,40.433346
144,42.77298,1.573578,40.362286
145,42.734,1.5714896,40.191605
146,42.6732,1.572494,40.131134
147,42.615852,1.5573033,40.094776
148,42.575367,1.583422,39.93662
149,42.501884,1.604974,39.743164
150,42.446274,1.5913973,39.740578
151,42.3844,1.5849085,39.705013
152,42.346394,1.5994554,39.660873
153,42.32294,1.6111543,39.52736
154,42.28054,1.6086915,39.461456
155,42.236126,1.6190034,39.42145
156,42.209454,1.6347805,39.341972
157,42.171467,1.6559563,39.22112
158,42.119694,1.6505263,39.192745
159,42.09929,1.6557534,39.041164
160,42.07939,1.662415,39.041164
161,42.041313,1.6593295,38.981945
162,41.995094,1.6762416,38.968243
163,41.959347,1.6719545,38.95041
164,41.923653,1.6894374,38.85053
165,41.885353,1.6745785,38.85053
