Iteration,Mean_RMSE,Std_Dev,Best_RMSE
105,78.48077,2.4058554,75.50483
106,78.42302,2.2993312,75.50483
107,78.42302,2.2993312,75.50483
108,78.42272,2.2991593,75.50483
109,78.35939,2.282885,75.50483
110,78.350494,2.2832649,75.50483
111,78.350494,2.2832649,75.50483
112,78.350494,2.2832649,75.50483
113,78.350494,2.2832649,75.50483
114,78.350494,2.2832649,75.50483
115,78.350494,2.2832649,75.50483
116,78.350494,2.2832649,75.50483
117,78.350494,2.2832649,75.50483
118,78.350494,2.2832649,75.50483
119,78.350494,2.2832649,75.50483
120,78.350494,2.2832649,75.50483
121,78.350494,2.2832649,75.50483
122,78.29366,2.2403753,75.50483
123,78.29366,2.2403753,75.50483
124,78.29366,2.2403753,75.50483
125,78.29366,2.2403753,75.50483
126,78.29366,2.2403753,75.50483
127,78.29366,2.2403753,75.50483
128,78.19004,2.1504955,75.50483
129,78.15288,2.1986706,74.980995
130,78.15288,2.1986706,74.980995
131,78.15288,2.1986706,74.980995
132,78.15288,2.1986706,74.980995
133,78.15288,2.1986706,74.980995
134,78.15288,2.1986706,74.980995
135,78.15288,2.1986706,74.980995
136,78.15288,2.1986706,74.980995
137,78.15288,2.1986706,74.980995
138,78.15288,2.1986706,74.980995
139,78.15288,2.1986706,74.980995
140,78.15288,2.1986706,74.980995
141,78.15288,2.1986706,74.980995
142,78.074745,2.077397,74.980995
143,78.06275,2.0631347,74.980995
144,77.97573,1.9979184,74.980995
145,77.97573,1.9979184,74.980995
146,77.96296,1.9769813,74.980995
147,77.96227,1.9758996,74.980995
148,77.96227,1.9758996,74.980995
149,77.96227,1.9758996,74.980995
150,77.96227,1.9758996,74.980995
151,77.96227,1.9758996,74.980995
152,77.96227,1.9758996,74.980995
153,77.96227,1.9758996,74.980995
154,77.96227,1.9758996,74.980995
155,77.96227,1.9758996,74.980995
156,77.96227,1.9758996,74.980995
157,77.96227,1.9758996,74.980995
158,77.96227,1.9758996,74.980995
159,77.96227,1.9758996,74.980995
160,77.96227,1.9758996,74.980995
161,77.96227,1.9758996,74.980995
162,77.96227,1.9758996,74.980995
163,77.89719,1.9344784,74.980995
164,77.77372,1.7341038,74.980995
165,77.77372,1.7341038,74.980995
166,77.77372,1.7341038,74.980995
167,77.71977,1.7035358,74.980995
168,77.71622,1.7031181,74.980995
169,77.71622,1.7031181,74.980995
170,77.71622,1.7031181,74.980995
171,77.71622,1.7031181,74.980995
172,77.71622,1.7031181,74.980995
173,77.71622,1.7031181,74.980995
174,77.71622,1.7031181,74.980995
175,77.71622,1.7031181,74.980995
176,77.71622,1.7031181,74.980995
177,77.71622,1.7031181,74.980995
178,77.71622,1.7031181,74.980995
179,77.71622,1.7031181,74.980995
180,77.71622,1.7031181,74.980995
181,77.71622,1.7031181,74.980995
182,77.71622,1.7031181,74.980995
183,77.71622,1.7031181,74.980995
184,77.71622,1.7031181,74.980995
185,77.71622,1.7031181,74.980995
186,77.71622,1.7031181,74.980995
187,77.71622,1.7031181,74.980995
188,77.71622,1.7031181,74.980995
189,77.71622,1.7031181,74.980995
190,77.71239,1.6985543,74.980995
191,77.48698,1.7187608,74.980995
192,77.48698,1.7187608,74.980995
193,77.4409,1.6318672,74.980995
194,77.4409,1.6318672,74.980995
195,77.43413,1.6207924,74.980995
196,77.43413,1.6207924,74.980995
197,77.43413,1.6207924,74.980995
198,77.43413,1.6207924,74.980995
199,77.43413,1.6207924,74.980995
200,77.43413,1.6207924,74.980995
201,77.37321,1.5790216,74.980995
202,77.213684,1.5945741,74.980995
203,77.213684,1.5945741,74.980995
204,77.213684,1.5945741,74.980995
205,77.213684,1.5945741,74.980995
206,77.213684,1.5945741,74.980995
207,77.213684,1.5945741,74.980995
208,77.213684,1.5945741,74.980995
209,77.213684,1.5945741,74.980995
210,77.213684,1.5945741,74.980995
211,77.213684,1.5945741,74.980995
212,77.213684,1.5945741,74.980995
213,77.18813,1.5621333,74.980995
214,77.18813,1.5621333,74.980995
215,77.18813,1.5621333,74.980995
216,77.18813,1.5621333,74.980995
217,77.13628,1.519429,74.980995
218,77.13628,1.519429,74.980995
219,77.13628,1.519429,74.980995
220,77.13286,1.5178016,74.980995
221,77.13286,1.5178016,74.980995
222,77.13286,1.5178016,74.980995
223,77.13286,1.5178016,74.980995
224,77.13286,1.5178016,74.980995
225,77.13286,1.5178016,74.980995
226,77.13286,1.5178016,74.980995
227,77.13286,1.5178016,74.980995
228,77.13286,1.5178016,74.980995
229,77.13286,1.5178016,74.980995
230,77.13286,1.5178016,74.980995
231,77.13286,1.5178016,74.980995
232,77.13286,1.5178016,74.980995
233,77.13286,1.5178016,74.980995
234,77.13286,1.5178016,74.980995
235,77.13286,1.5178016,74.980995
236,77.13286,1.5178016,74.980995
237,77.066086,1.4829079,74.980995
238,77.066086,1.4829079,74.980995
239,77.066086,1.4829079,74.980995
240,76.9977,1.39441,74.980995
241,76.9977,1.39441,74.980995
242,76.9977,1.39441,74.980995
243,76.9609,1.4254119,74.980995
244,76.9609,1.4254119,74.980995
245,76.9609,1.4254119,74.980995
246,76.9609,1.4254119,74.980995
247,76.9609,1.4254119,74.980995
248,76.9609,1.4254119,74.980995
249,76.9609,1.4254119,74.980995
250,76.9609,1.4254119,74.980995
251,76.9609,1.4254119,74.980995
252,76.9609,1.4254119,74.980995
253,76.9609,1.4254119,74.980995
254,76.9609,1.4254119,74.980995
255,76.9609,1.4254119,74.980995
256,76.96023,1.4248441,74.980995
257,76.88505,1.4169832,74.980995
258,76.88505,1.4169832,74.980995
259,76.85567,1.3962876,74.980995
260,76.85567,1.3962876,74.980995
261,76.68131,1.6742812,72.57703
262,76.628624,1.6621057,72.57703
263,76.628624,1.6621057,72.57703
264,76.628624,1.6621057,72.57703
265,76.628624,1.6621057,72.57703
266,76.628624,1.6621057,72.57703
267,76.416855,1.6304444,72.57703
268,76.416855,1.6304444,72.57703
269,76.416855,1.6304444,72.57703
270,76.416855,1.6304444,72.57703
271,76.416855,1.6304444,72.57703
272,76.416855,1.6304444,72.57703
273,76.416855,1.6304444,72.57703
274,76.416855,1.6304444,72.57703
275,76.416855,1.6304444,72.57703
276,76.416855,1.6304444,72.57703
277,76.30159,1.7666556,72.57703
278,76.30159,1.7666556,72.57703
279,76.30159,1.7666556,72.57703
280,76.30159,1.7666556,72.57703
281,76.2042,1.7672607,72.57703
282,76.154686,1.8062352,72.57703
283,76.05131,1.9630542,72.21029
284,76.00885,2.0527894,71.361244
285,75.97371,2.0257368,71.361244
286,75.97371,2.0257368,71.361244
287,75.97371,2.0257368,71.361244
288,75.97371,2.0257368,71.361244
289,75.9666,2.0116909,71.361244
290,75.95068,1.9816521,71.361244
291,75.95068,1.9816521,71.361244
292,75.95068,1.9816521,71.361244
293,75.95068,1.9816521,71.361244
294,75.95068,1.9816521,71.361244
295,75.95068,1.9816521,71.361244
296,75.95068,1.9816521,71.361244
297,75.95068,1.9816521,71.361244
298,75.95068,1.9816521,71.361244
299,75.95068,1.9816521,71.361244
300,75.5422,2.112174,71.00753
301,75.5422,2.112174,71.00753
302,75.5422,2.112174,71.00753
303,75.5422,2.112174,71.00753
304,75.5422,2.112174,71.00753
305,75.5422,2.112174,71.00753
306,75.5422,2.112174,71.00753
307,75.5422,2.112174,71.00753
308,75.5422,2.112174,71.00753
309,75.5422,2.112174,71.00753
310,75.5422,2.112174,71.00753
311,75.5422,2.112174,71.00753
312,75.5422,2.112174,71.00753
313,75.5422,2.112174,71.00753
314,75.5422,2.112174,71.00753
315,75.5422,2.112174,71.00753
316,75.5422,2.112174,71.00753
317,75.5422,2.112174,71.00753
318,75.5422,2.112174,71.00753
319,75.5422,2.112174,71.00753
320,75.53172,2.1095963,71.00753
321,75.4397,2.1293137,71.00753
322,75.35547,1.993374,71.00753
323,75.23366,2.1350787,71.00753
324,75.18703,2.0863442,71.00753
325,75.18325,2.0839844,71.00753
326,75.18325,2.0839844,71.00753
327,75.18325,2.0839844,71.00753
328,75.13924,2.0877357,71.00753
329,75.13924,2.0877357,71.00753
330,75.13924,2.0877357,71.00753
331,75.13924,2.0877357,71.00753
332,75.13924,2.0877357,71.00753
333,75.13924,2.0877357,71.00753
334,75.13924,2.0877357,71.00753
335,75.13924,2.0877357,71.00753
336,75.116005,2.0968053,71.00753
337,75.116005,2.0968053,71.00753
338,75.116005,2.0968053,71.00753
339,75.116005,2.0968053,71.00753
340,75.116005,2.0968053,71.00753
341,75.116005,2.0968053,71.00753
342,75.116005,2.0968053,71.00753
343,75.116005,2.0968053,71.00753
344,75.116005,2.0968053,71.00753
345,75.116005,2.0968053,71.00753
346,75.08883,2.0640378,71.00753
347,75.04997,2.029476,71.00753
348,74.87522,2.000252,71.00753
349,74.806435,1.9684076,71.00753
350,74.7943,1.9769304,71.00753
351,74.79173,1.9789007,71.00753
352,74.775795,1.9711236,71.00753
353,74.775795,1.9711236,71.00753
354,74.775795,1.9711236,71.00753
355,74.775795,1.9711236,71.00753
356,74.695694,1.9690515,71.00753
357,74.67586,1.9780843,71.00753
358,74.67586,1.9780843,71.00753
359,74.59603,2.0511973,71.00753
360,74.59603,2.0511973,71.00753
361,74.26687,2.4892602,67.35711
362,74.26687,2.4892602,67.35711
363,73.94425,2.8709319,66.075806
364,73.91249,2.847901,66.075806
365,73.84951,2.764888,66.075806
366,73.75209,2.687087,66.075806
367,73.68956,2.656114,66.075806
368,73.68956,2.656114,66.075806
369,73.68956,2.656114,66.075806
370,73.68956,2.656114,66.075806
371,73.68956,2.656114,66.075806
372,73.63619,2.6260555,66.075806
373,73.63619,2.6260555,66.075806
374,73.63619,2.6260555,66.075806
375,73.63619,2.6260555,66.075806
376,73.63619,2.6260555,66.075806
377,73.63619,2.6260555,66.075806
378,73.63619,2.6260555,66.075806
379,73.63619,2.6260555,66.075806
380,73.63619,2.6260555,66.075806
381,73.63619,2.6260555,66.075806
382,73.63619,2.6260555,66.075806
383,73.63619,2.6260555,66.075806
384,73.63619,2.6260555,66.075806
385,73.63619,2.6260555,66.075806
386,73.63619,2.6260555,66.075806
387,73.63619,2.6260555,66.075806
388,73.63619,2.6260555,66.075806
389,73.63619,2.6260555,66.075806
390,73.63619,2.6260555,66.075806
391,73.51344,2.535152,66.075806
392,73.51344,2.535152,66.075806
393,73.51344,2.535152,66.075806
394,73.51344,2.535152,66.075806
395,73.51344,2.535152,66.075806
396,73.51344,2.535152,66.075806
397,73.50659,2.530788,66.075806
398,73.49537,2.5181558,66.075806
399,73.49537,2.5181558,66.075806
400,73.448204,2.4972415,66.075806
401,73.448204,2.4972415,66.075806
402,73.44138,2.4997978,66.075806
403,73.44138,2.4997978,66.075806
404,73.41529,2.490097,66.075806
405,73.41529,2.490097,66.075806
406,73.41529,2.490097,66.075806
407,73.41529,2.490097,66.075806
408,73.41529,2.490097,66.075806
409,73.39733,2.470965,66.075806
410,73.39733,2.470965,66.075806
411,73.39733,2.470965,66.075806
412,73.37925,2.4441817,66.075806
413,73.36254,2.421452,66.075806
414,73.35768,2.4152143,66.075806
415,73.235504,2.3916993,66.075806
416,73.08821,2.295547,66.075806
417,73.08821,2.295547,66.075806
418,73.08821,2.295547,66.075806
419,73.08821,2.295547,66.075806
420,72.86348,2.3737206,66.075806
421,72.81105,2.434075,66.075806
422,72.81105,2.434075,66.075806
423,72.81105,2.434075,66.075806
424,72.77258,2.4212759,66.075806
425,72.723076,2.4218478,66.075806
426,72.70839,2.432873,66.075806
427,72.70839,2.432873,66.075806
428,72.70839,2.432873,66.075806
429,72.70839,2.432873,66.075806
430,72.70839,2.432873,66.075806
431,72.70839,2.432873,66.075806
432,72.70839,2.432873,66.075806
433,72.70839,2.432873,66.075806
434,72.6938,2.4207025,66.075806
435,72.6938,2.4207025,66.075806
436,72.68413,2.4114144,66.075806
437,72.68413,2.4114144,66.075806
438,72.611244,2.4081519,66.075806
439,72.611244,2.4081519,66.075806
440,72.611244,2.4081519,66.075806
441,72.611244,2.4081519,66.075806
442,72.60426,2.402629,66.075806
443,72.60426,2.402629,66.075806
444,72.564285,2.420021,66.075806
445,72.53531,2.407483,66.075806
446,72.53531,2.407483,66.075806
447,72.53531,2.407483,66.075806
448,72.53531,2.407483,66.075806
449,72.53531,2.407483,66.075806
450,72.53531,2.407483,66.075806
451,72.42867,2.3686054,66.075806
452,72.42778,2.3686624,66.075806
453,72.34502,2.30519,66.075806
454,72.217445,2.2937,66.075806
455,72.217445,2.2937,66.075806
456,72.201,2.2932208,66.075806
457,72.201,2.2932208,66.075806
458,72.201,2.2932208,66.075806
459,72.201,2.2932208,66.075806
460,72.122055,2.1982443,66.075806
461,72.07624,2.2276719,66.075806
462,72.017204,2.290842,66.075806
463,71.99391,2.3231525,66.075806
464,71.99385,2.3231003,66.075806
465,71.993515,2.322787,66.075806
466,71.80278,2.2027621,66.075806
467,71.70298,2.148742,66.075806
468,71.60199,2.1739204,66.075806
469,71.60199,2.1739204,66.075806
470,71.60199,2.1739204,66.075806
471,71.60199,2.1739204,66.075806
472,71.60199,2.1739204,66.075806
473,71.60199,2.1739204,66.075806
474,71.60199,2.1739204,66.075806
475,71.521095,2.1075451,66.075806
476,71.34299,1.9068247,66.075806
477,71.27577,1.9092425,66.075806
478,71.27577,1.9092425,66.075806
479,71.18818,1.8168713,66.075806
480,71.18818,1.8168713,66.075806
481,71.17137,1.8078464,66.075806
482,71.17137,1.8078464,66.075806
483,71.04243,1.8369752,66.075806
484,71.04243,1.8369752,66.075806
485,71.04243,1.8369752,66.075806
486,71.04243,1.8369752,66.075806
487,71.04243,1.8369752,66.075806
488,71.04243,1.8369752,66.075806
489,71.030426,1.829983,66.075806
490,70.793755,1.9903117,66.075806
491,70.793755,1.9903117,66.075806
492,70.74903,1.9701424,66.075806
493,70.720474,1.9683098,66.075806
494,70.622246,1.9510351,66.075806
495,70.534805,1.9095799,66.075806
496,70.44202,1.8678002,66.075806
497,70.44202,1.8678002,66.075806
498,70.3231,1.9266152,66.075806
499,70.18657,2.0833492,66.075806
500,70.18657,2.0833492,66.075806
501,70.108795,1.9744091,66.075806
502,70.031265,1.8647743,66.075806
503,69.965866,1.8158702,66.075806
504,69.938515,1.8027786,66.075806
505,69.938515,1.8027786,66.075806
506,69.938515,1.8027786,66.075806
507,69.938515,1.8027786,66.075806
508,69.938515,1.8027786,66.075806
509,69.938515,1.8027786,66.075806
510,69.938515,1.8027786,66.075806
511,69.938515,1.8027786,66.075806
512,69.938515,1.8027786,66.075806
513,69.938515,1.8027786,66.075806
514,69.938515,1.8027786,66.075806
515,69.938515,1.8027786,66.075806
516,69.938515,1.8027786,66.075806
517,69.938515,1.8027786,66.075806
518,69.80496,1.6264439,66.075806
519,69.61861,1.5351439,66.075806
520,69.5439,1.4730318,66.075806
521,69.50249,1.5001842,66.075806
522,69.50249,1.5001842,66.075806
523,69.50249,1.5001842,66.075806
524,69.50249,1.5001842,66.075806
525,69.44439,1.5727762,66.075806
526,69.44439,1.5727762,66.075806
527,69.44439,1.5727762,66.075806
528,69.37313,1.5534469,66.075806
529,69.346146,1.5622702,66.075806
530,69.346146,1.5622702,66.075806
531,69.346146,1.5622702,66.075806
532,69.346146,1.5622702,66.075806
533,69.346146,1.5622702,66.075806
534,69.346146,1.5622702,66.075806
535,69.346146,1.5622702,66.075806
536,69.346146,1.5622702,66.075806
537,69.346146,1.5622702,66.075806
538,69.346146,1.5622702,66.075806
539,69.30631,1.5788285,66.075806
540,69.30631,1.5788285,66.075806
541,69.16179,1.5159878,66.075806
542,69.071266,1.5107622,66.075806
543,69.03664,1.5286473,66.075806
544,69.03585,1.5292262,66.075806
545,69.03585,1.5292262,66.075806
546,69.03585,1.5292262,66.075806
547,69.02525,1.5202414,66.075806
548,69.02525,1.5202414,66.075806
549,69.02525,1.5202414,66.075806
550,69.009544,1.5087793,66.075806
551,68.86589,1.502733,66.075806
552,68.85927,1.4993471,66.075806
553,68.80934,1.4342549,66.075806
554,68.653366,1.4389789,66.075806
555,68.653366,1.4389789,66.075806
556,68.64508,1.4481872,66.075806
557,68.64414,1.4492849,66.075806
558,68.64414,1.4492849,66.075806
559,68.64414,1.4492849,66.075806
560,68.64414,1.4492849,66.075806
561,68.64414,1.4492849,66.075806
562,68.64414,1.4492849,66.075806
563,68.64274,1.4484228,66.075806
564,68.61805,1.4374628,66.075806
565,68.39505,1.8444325,62.811916
566,68.342926,1.8347628,62.811916
567,68.342926,1.8347628,62.811916
568,68.273544,1.9039835,62.811916
569,68.11294,2.0150504,62.811916
570,68.11294,2.0150504,62.811916
571,68.08943,2.0277727,62.811916
572,68.08943,2.0277727,62.811916
573,67.95131,1.94666,62.811916
574,67.90526,1.964177,62.811916
575,67.86604,1.914802,62.811916
576,67.86604,1.914802,62.811916
577,67.86604,1.914802,62.811916
578,67.86604,1.914802,62.811916
579,67.86604,1.914802,62.811916
580,67.86604,1.914802,62.811916
581,67.86604,1.914802,62.811916
582,67.86604,1.914802,62.811916
583,67.86604,1.914802,62.811916
584,67.80239,1.8384176,62.811916
585,67.80239,1.8384176,62.811916
586,67.71827,1.899192,62.811916
587,67.64186,1.8940057,62.811916
588,67.64186,1.8940057,62.811916
589,67.53034,1.8198972,62.811916
590,67.512085,1.8198869,62.811916
591,67.4908,1.8242617,62.811916
592,67.41135,1.7710345,62.811916
593,67.31836,1.7936748,62.811916
594,67.28695,1.8049192,62.811916
595,66.95565,2.0282338,62.725235
596,66.84943,2.1004725,62.028706
597,66.79381,2.0890954,62.028706
598,66.79381,2.0890954,62.028706
599,66.79381,2.0890954,62.028706
600,66.79381,2.0890954,62.028706
601,66.79032,2.090871,62.028706
602,66.79032,2.090871,62.028706
603,66.79032,2.090871,62.028706
604,66.79032,2.090871,62.028706
605,66.79032,2.090871,62.028706
606,66.79032,2.090871,62.028706
607,66.77666,2.0926178,62.028706
608,66.77346,2.0922546,62.028706
609,66.76438,2.091729,62.028706
610,66.759415,2.0943797,62.028706
611,66.72823,2.1160185,62.028706
612,66.61356,2.036752,62.028706
613,66.54847,2.0772395,62.028706
614,66.519424,2.0980558,62.028706
615,66.519424,2.0980558,62.028706
616,66.507,2.0904267,62.028706
617,66.507,2.0904267,62.028706
618,66.49373,2.088454,62.028706
619,66.49373,2.088454,62.028706
620,66.48699,2.0876756,62.028706
621,66.394806,2.1182816,62.028706
622,66.31951,2.1981478,62.028706
623,66.2462,2.2975237,62.028706
624,66.15123,2.4408765,61.768497
625,66.145,2.4521968,61.6438
626,66.145,2.4521968,61.6438
627,66.145,2.4521968,61.6438
628,66.11996,2.4195065,61.6438
629,66.08189,2.38031,61.6438
630,66.00718,2.3268282,61.6438
631,65.91962,2.3118708,61.6438
632,65.81504,2.313815,61.6438
633,65.747665,2.3068497,61.6438
634,65.7003,2.3386836,61.6438
635,65.7003,2.3386836,61.6438
636,65.59061,2.339544,61.6438
637,65.49892,2.3942873,61.6438
638,65.35721,2.5573235,59.866383
639,65.30954,2.521578,59.866383
640,65.176834,2.397883,59.866383
641,65.17157,2.3928316,59.866383
642,65.095116,2.3891966,59.866383
643,65.03446,2.3931491,59.866383
644,65.01949,2.3773072,59.866383
645,64.87499,2.3197165,59.866383
646,64.82371,2.2741728,59.866383
647,64.82371,2.2741728,59.866383
648,64.82371,2.2741728,59.866383
649,64.82371,2.2741728,59.866383
650,64.8014,2.2574255,59.866383
651,64.729385,2.2315853,59.866383
652,64.63722,2.195122,59.866383
653,64.55783,2.2002993,59.866383
654,64.54787,2.1910653,59.866383
655,64.51706,2.1687624,59.866383
656,64.33964,2.106989,59.866383
657,64.22417,2.096388,59.866383
658,64.17909,2.0742044,59.866383
659,64.16008,2.0823624,59.866383
660,64.16008,2.0823624,59.866383
661,64.16008,2.0823624,59.866383
662,64.08074,1.9784431,59.866383
663,63.918438,2.0021558,59.866383
664,63.890587,2.041615,59.866383
665,63.847878,1.9976258,59.866383
666,63.847878,1.9976258,59.866383
667,63.847878,1.9976258,59.866383
668,63.70484,2.028993,59.866383
669,63.704292,2.029655,59.866383
670,63.62948,1.9488999,59.866383
671,63.61801,1.9509889,59.866383
672,63.61801,1.9509889,59.866383
673,63.61801,1.9509889,59.866383
674,63.60099,1.9564406,59.866383
675,63.60099,1.9564406,59.866383
676,63.60099,1.9564406,59.866383
677,63.60036,1.9568694,59.866383
678,63.461975,1.881411,59.866383
679,63.36854,1.7421108,59.866383
680,63.304558,1.6387724,59.866383
681,63.279243,1.5999705,59.866383
682,63.260536,1.5756598,59.866383
683,63.243538,1.5569471,59.866383
684,63.23678,1.5563976,59.866383
685,63.234905,1.5563439,59.866383
686,63.234905,1.5563439,59.866383
687,63.177277,1.5755048,59.866383
688,63.117897,1.6252033,59.866383
689,63.117897,1.6252033,59.866383
690,63.10208,1.6458997,59.866383
691,63.10208,1.6458997,59.866383
692,63.10208,1.6458997,59.866383
693,63.10208,1.6458997,59.866383
694,63.032288,1.6697243,59.866383
695,63.032288,1.6697243,59.866383
696,62.892693,1.6055851,59.866383
697,62.779064,1.6836151,59.791573
698,62.77854,1.6832442,59.791573
699,62.711506,1.7428371,59.791573
700,62.68164,1.7361743,59.791573
701,62.68164,1.7361743,59.791573
702,62.68164,1.7361743,59.791573
703,62.577007,1.7183331,59.791573
704,62.532337,1.738176,59.791573
705,62.39577,1.7283496,59.791573
706,62.369183,1.7252215,59.791573
707,62.12616,1.6745859,59.791573
708,62.0931,1.6775256,59.791573
709,62.060448,1.7094628,59.791573
710,62.03083,1.6813475,59.791573
711,62.004555,1.6665772,59.791573
712,62.004555,1.6665772,59.791573
713,61.923542,1.7156056,59.791573
714,61.88206,1.6911353,59.791573
715,61.855663,1.6303254,59.791573
716,61.808746,1.5742457,59.791573
717,61.712257,1.4938884,59.791573
718,61.63601,1.3783294,59.791573
719,61.63446,1.3746822,59.791573
720,61.58499,1.2719759,59.791573
721,61.5123,1.2321671,59.791573
722,61.375023,1.298505,59.341805
723,61.2636,1.2331203,59.341805
724,61.22124,1.2305229,59.341805
725,61.104584,1.4118035,57.86016
726,61.069813,1.4972684,57.16467
727,61.069374,1.4968666,57.16467
728,61.069374,1.4968666,57.16467
729,61.069374,1.4968666,57.16467
730,61.069374,1.4968666,57.16467
731,61.069374,1.4968666,57.16467
732,61.069374,1.4968666,57.16467
733,61.069374,1.4968666,57.16467
734,61.069374,1.4968666,57.16467
735,60.98399,1.536451,57.16467
736,60.901062,1.560753,57.16467
737,60.868965,1.5052617,57.16467
738,60.806297,1.4495043,57.16467
739,60.806297,1.4495043,57.16467
740,60.801136,1.453361,57.16467
741,60.709797,1.4964325,57.16467
742,60.69503,1.4829584,57.16467
743,60.6432,1.4516772,57.16467
744,60.58335,1.4385715,57.16467
745,60.551453,1.5188428,56.526794
746,60.45586,1.5882757,56.526794
747,60.311745,1.6877081,56.526794
748,60.155262,1.7615368,55.439095
749,60.11037,1.7626487,55.439095
750,60.048817,1.7991115,55.439095
751,60.02242,1.8217411,55.439095
752,59.939594,1.8618387,55.439095
753,59.886414,1.8731527,55.439095
754,59.765663,1.8977293,55.439095
755,59.764698,1.8987066,55.439095
756,59.62799,1.9916744,55.439095
757,59.521893,2.0501633,55.439095
758,59.498177,2.0379045,55.439095
759,59.498177,2.0379045,55.439095
760,59.498177,2.0379045,55.439095
761,59.498177,2.0379045,55.439095
762,59.398457,1.8820549,55.439095
763,59.32356,1.8253175,55.439095
764,59.317627,1.8187915,55.439095
765,59.30179,1.8030831,55.439095
766,59.288185,1.7891113,55.439095
767,59.25411,1.7753978,55.439095
768,59.24597,1.7739477,55.439095
769,59.141724,1.7017885,55.439095
770,59.130505,1.6916828,55.439095
771,59.124756,1.6906639,55.439095
772,59.124756,1.6906639,55.439095
773,59.11894,1.6877899,55.439095
774,59.11894,1.6877899,55.439095
775,59.11894,1.6877899,55.439095
776,59.024128,1.6946272,55.439095
777,59.024128,1.6946272,55.439095
778,59.023987,1.6945773,55.439095
779,59.01117,1.7004985,55.439095
780,58.922913,1.7516731,55.439095
781,58.902107,1.7425395,55.439095
782,58.872795,1.7633462,55.439095
