Iteration,Mean_RMSE,Std_Dev,Best_RMSE
783,58.869995,1.7631735,55.439095
784,58.75896,1.7251444,55.439095
785,58.70525,1.7355869,55.439095
786,58.66552,1.647987,55.439095
787,58.613213,1.5546864,55.439095
788,58.46099,1.4788098,55.439095
789,58.41805,1.5054872,55.439095
790,58.310936,1.5650358,55.439095
791,58.310936,1.5650358,55.439095
792,58.23667,1.5284072,55.439095
793,58.18513,1.5215362,55.439095
794,58.13737,1.5677336,55.439095
795,58.101025,1.5858873,55.439095
796,58.076294,1.611823,55.439095
797,58.066975,1.6233512,55.439095
798,58.037727,1.6210656,55.439095
799,58.037727,1.6210656,55.439095
800,57.999123,1.633063,55.439095
801,57.969013,1.6348506,55.439095
802,57.911236,1.6299242,55.439095
803,57.831097,1.6675158,55.439095
804,57.715687,1.6039101,55.439095
805,57.677265,1.6148311,55.439095
806,57.677265,1.6148311,55.439095
807,57.677265,1.6148311,55.439095
808,57.677177,1.6147023,55.439095
809,57.677177,1.6147023,55.439095
810,57.677177,1.6147023,55.439095
811,57.671173,1.6179564,55.439095
812,57.66693,1.6170912,55.439095
813,57.634094,1.601414,55.439095
814,57.60505,1.6214637,55.439095
815,57.571877,1.6546513,55.439095
816,57.538982,1.6539513,55.439095
817,57.538105,1.6541033,55.439095
818,57.479084,1.6891286,54.867996
819,57.41523,1.6292905,54.867996
820,57.41454,1.6277683,54.867996
821,57.4121,1.6251854,54.867996
822,57.378986,1.5575441,54.867996
823,57.378986,1.5575441,54.867996
824,57.344704,1.4985203,54.867996
825,57.3372,1.5019078,54.867996
826,57.298454,1.4905357,54.867996
827,57.293957,1.4904505,54.867996
828,57.263813,1.496523,54.867996
829,57.17527,1.6351241,53.54094
830,57.17527,1.6351241,53.54094
831,57.090218,1.7040014,53.54094
832,57.090218,1.7040014,53.54094
833,57.070305,1.6760774,53.54094
834,57.03535,1.6837457,53.54094
835,57.00946,1.699691,53.54094
836,56.812737,1.8489825,52.942226
837,56.69056,1.8794215,52.942226
838,56.60863,1.9359837,52.942226
839,56.496796,2.036363,52.418285
840,56.43294,2.10337,52.418285
841,56.43294,2.10337,52.418285
842,56.40968,2.125654,52.418285
843,56.28698,2.1130161,52.418285
844,56.195312,2.271036,51.545822
845,56.19397,2.2697284,51.545822
846,56.18404,2.267248,51.545822
847,56.160774,2.2554233,51.545822
848,56.053356,2.2316735,51.545822
849,56.010662,2.2522023,51.545822
850,56.010662,2.2522023,51.545822
851,56.00652,2.259593,51.545822
852,56.00583,2.258364,51.545822
853,55.991577,2.2846947,51.545822
854,55.949486,2.3037434,51.545822
855,55.94398,2.3028934,51.545822
856,55.92456,2.297617,51.545822
857,55.87499,2.293549,51.545822
858,55.821877,2.2744157,51.545822
859,55.81197,2.2844708,51.545822
860,55.81197,2.2844708,51.545822
861,55.81197,2.2844708,51.545822
862,55.80081,2.2819588,51.545822
863,55.673653,2.3431897,51.545822
864,55.603233,2.3173606,51.545822
865,55.559875,2.2927666,51.545822
866,55.463398,2.3113823,51.545822
867,55.24928,2.1437023,51.545822
868,55.21941,2.1372435,51.545822
869,55.096508,2.1311722,51.545822
870,55.031868,2.186515,51.545822
871,54.951916,2.1739497,51.545822
872,54.951916,2.1739497,51.545822
873,54.908558,2.1627908,51.545822
874,54.908558,2.1627908,51.545822
875,54.893654,2.1491683,51.545822
876,54.893654,2.1491683,51.545822
877,54.893654,2.1491683,51.545822
878,54.893654,2.1491683,51.545822
879,54.880634,2.1388175,51.545822
880,54.87429,2.14572,51.545822
881,54.842293,2.1751432,51.545822
882,54.757374,2.2144713,51.545822
883,54.757374,2.2144713,51.545822
884,54.68824,2.1317644,51.545822
885,54.63137,2.1426158,51.36562
886,54.61397,2.1415584,51.36562
887,54.61397,2.1415584,51.36562
888,54.56018,2.2339957,50.289745
889,54.5263,2.2912803,49.7864
890,54.51461,2.3016915,49.7864
891,54.4482,2.2016704,49.609135
892,54.42852,2.1663322,49.609135
893,54.42852,2.1663322,49.609135
894,54.41346,2.1672552,49.609135
895,54.41346,2.1672552,49.609135
896,54.386444,2.2046778,49.609135
897,54.386444,2.2046778,49.609135
898,54.325737,2.1707096,49.609135
899,54.254436,2.1358242,49.609135
900,54.14187,2.1434674,49.609135
901,54.11328,2.138809,49.609135
902,54.105408,2.1389363,49.609135
903,54.105408,2.1389363,49.609135
904,54.07369,2.1450193,49.609135
905,54.019875,2.2001784,49.609135
906,54.00004,2.1987805,49.609135
907,53.995453,2.198634,49.609135
908,53.962288,2.1726954,49.609135
909,53.902203,2.1801765,49.609135
910,53.82909,2.1049895,49.609135
911,53.82909,2.1049895,49.609135
912,53.71649,2.1786995,49.609135
913,53.689613,2.201943,49.609135
914,53.631157,2.2006361,49.609135
915,53.49427,2.2023602,49.609135
916,53.312836,2.2460642,49.609135
917,53.232506,2.2763321,49.609135
918,53.194176,2.2514856,49.609135
919,53.018517,2.3568275,49.609135
920,52.95033,2.3390937,49.609135
921,52.884174,2.2777886,49.609135
922,52.831696,2.2872314,49.609135
923,52.741264,2.2745786,49.609135
924,52.7228,2.2636707,49.609135
925,52.65733,2.2133377,49.609135
926,52.617363,2.197916,49.609135
927,52.612255,2.1949184,49.609135
928,52.609386,2.1973286,49.609135
929,52.606506,2.19981,49.609135
930,52.583637,2.182261,49.609135
931,52.575024,2.1813846,49.609135
932,52.53653,2.171286,49.609135
933,52.525764,2.1547287,49.609135
934,52.5234,2.1556182,49.609135
935,52.491447,2.1656637,49.609135
936,52.388855,2.3245525,47.93715
937,52.336784,2.3073387,47.93715
938,52.279804,2.289883,47.93715
939,52.26568,2.2720919,47.93715
940,52.264973,2.272591,47.93715
941,52.15512,2.2597773,47.93715
942,52.15267,2.2622073,47.93715
943,52.15267,2.2622073,47.93715
944,52.15267,2.2622073,47.93715
945,52.13026,2.2362447,47.93715
946,52.12406,2.2340086,47.93715
947,52.040356,2.1054077,47.93715
948,52.01295,2.1075985,47.93715
949,51.944782,2.0833955,47.93715
950,51.921013,2.1090283,47.93715
951,51.917908,2.1128585,47.93715
952,51.845104,2.1067195,47.93715
953,51.769928,2.1288514,47.93715
954,51.68223,2.100962,47.93715
955,51.632854,2.0913088,47.93715
956,51.543774,2.0667925,47.93715
957,51.45468,1.9789554,47.93715
958,51.41222,1.9967834,47.93715
959,51.378998,2.0032082,47.93715
960,51.26413,2.0918624,47.93715
961,51.221577,2.1084533,47.93715
962,51.20559,2.124529,47.93715
963,51.183285,2.1221704,47.93715
964,51.179134,2.121123,47.93715
965,51.168056,2.1338024,47.93715
966,51.16309,2.1234822,47.93715
967,51.1299,2.121967,47.93715
968,51.106716,2.1323898,47.93715
969,51.00139,2.19384,47.068985
970,50.933132,2.1753025,47.068985
971,50.85288,2.1706915,47.068985
972,50.844566,2.1696033,47.068985
973,50.758846,2.183077,47.068985
974,50.7327,2.2043853,47.068985
975,50.702335,2.2388911,47.068985
976,50.702335,2.2388911,47.068985
977,50.67704,2.24616,47.068985
978,50.60569,2.2312896,47.068985
979,50.575706,2.2586436,46.810616
980,50.56232,2.27422,46.810616
981,50.512253,2.2906337,46.810616
982,50.49971,2.297978,46.810616
983,50.45684,2.2945247,46.810616
984,50.395046,2.3155096,46.810616
985,50.35127,2.3278213,46.810616
986,50.292824,2.3712516,46.810616
987,50.257744,2.407527,46.810616
988,50.22532,2.4428823,46.810616
989,50.165745,2.4861968,46.63208
990,50.127533,2.5150788,46.63208
991,50.101337,2.5426886,46.527943
992,50.101337,2.5426886,46.527943
993,50.093826,2.54084,46.527943
994,50.032024,2.573072,46.527943
995,50.03149,2.5734804,46.527943
996,49.914932,2.4205039,46.527943
997,49.870193,2.3749154,46.527943
998,49.847515,2.3438132,46.527943
999,49.791718,2.3513582,46.527943
1000,49.71853,2.27853,46.527943
1001,49.69476,2.2667625,46.378895
1002,49.638355,2.2508094,46.356167
1003,49.537594,2.2649693,46.356167
1004,49.504208,2.2200725,46.356167
1005,49.49271,2.2146595,46.356167
1006,49.476383,2.1901772,46.356167
1007,49.456264,2.1901903,46.356167
1008,49.419846,2.1856232,46.356167
1009,49.41173,2.1829543,46.356167
1010,49.392883,2.1995795,46.356167
1011,49.36546,2.19459,46.356167
1012,49.357185,2.1987271,46.356167
1013,49.337112,2.1732125,46.356167
1014,49.23098,2.0867739,46.356167
1015,49.23098,2.0867739,46.356167
1016,49.171455,2.046622,46.356167
1017,49.1713,2.0464249,46.356167
1018,49.1713,2.0464249,46.356167
1019,49.1713,2.0464249,46.356167
1020,49.163498,2.0477877,46.356167
1021,49.132114,2.0814266,46.333622
1022,49.082764,2.0925028,46.333622
1023,49.053215,2.0949516,46.333622
1024,48.984802,2.1161323,45.852905
1025,48.951485,2.1345725,45.852905
1026,48.917637,2.152162,45.852905
1027,48.846146,2.124402,45.852905
1028,48.81771,2.1512005,45.503967
1029,48.7959,2.1566076,45.503967
1030,48.731895,2.2056549,45.503967
1031,48.633083,2.1998272,45.503967
1032,48.599068,2.231746,45.503967
1033,48.573997,2.2342172,45.503967
1034,48.560486,2.2492185,45.503967
1035,48.49959,2.266035,45.503967
1036,48.47843,2.281495,45.503967
1037,48.339172,2.4354134,44.140182
1038,48.321438,2.4372506,44.140182
1039,48.23943,2.5003731,44.140182
1040,48.201557,2.5265448,44.140182
1041,48.152275,2.5730474,44.140182
1042,48.12478,2.6088846,44.140182
1043,48.103214,2.6204236,44.140182
1044,48.103043,2.6202116,44.140182
1045,48.07397,2.6625817,43.756733
1046,48.070103,2.6689103,43.67924
1047,47.992905,2.667718,43.67924
1048,47.92618,2.728383,43.659927
1049,47.87864,2.7155228,43.659927
1050,47.75835,2.639352,43.659927
1051,47.750065,2.633981,43.659927
1052,47.726597,2.6287084,43.659927
1053,47.675972,2.6267686,43.42551
1054,47.631443,2.6506362,43.3027
1055,47.60195,2.6764872,43.208244
1056,47.54263,2.6739478,43.208244
1057,47.526665,2.6560342,43.208244
1058,47.501892,2.625218,43.208244
1059,47.471626,2.6332166,43.208244
1060,47.458744,2.641873,43.208244
1061,47.448833,2.6365228,43.208244
1062,47.42453,2.6229577,43.208244
1063,47.403877,2.6195443,43.208244
1064,47.38189,2.6355243,43.208244
1065,47.367786,2.6485543,43.208244
1066,47.318016,2.6425169,43.208244
1067,47.317818,2.642518,43.208244
1068,47.286118,2.6399221,43.208244
1069,47.265163,2.6329985,43.208244
1070,47.251152,2.6320581,43.208244
1071,47.17173,2.6494503,43.208244
1072,47.150135,2.6723,43.208244
1073,47.120476,2.6705847,43.208244
1074,47.045887,2.7085311,43.208244
1075,46.991993,2.6974044,43.208244
1076,46.981884,2.702525,43.208244
1077,46.948326,2.7229502,42.814297
1078,46.92522,2.7316625,42.772278
1079,46.889343,2.739707,42.772278
1080,46.844,2.7734468,42.772278
1081,46.815807,2.7965868,42.772278
1082,46.774586,2.7829823,42.75218
1083,46.72578,2.7610345,42.7178
1084,46.68554,2.8030186,42.334717
1085,46.66854,2.8110228,42.334717
1086,46.60036,2.8580027,42.334717
1087,46.5172,2.8666656,42.334717
1088,46.461906,2.8683643,42.30728
1089,46.435524,2.8744836,42.30728
1090,46.360176,2.8834808,42.30728
1091,46.353653,2.8856325,42.30728
1092,46.332386,2.8466716,42.30728
1093,46.300003,2.8204596,42.30728
1094,46.298347,2.8212783,42.30728
1095,46.278297,2.8160706,42.30728
1096,46.201927,2.784319,42.30728
1097,46.101494,2.6626215,42.30728
1098,46.07148,2.6311288,42.30728
1099,46.048573,2.6096747,42.30728
1100,45.979477,2.52601,42.30728
1101,45.938816,2.4773877,42.30728
1102,45.92881,2.4734619,42.30728
1103,45.908577,2.461549,42.30728
1104,45.866505,2.477366,42.30728
1105,45.801704,2.3954983,42.30728
1106,45.782513,2.3884454,42.30728
1107,45.72542,2.3522797,42.30728
1108,45.70057,2.3191588,42.30728
1109,45.693962,2.3174765,42.30728
1110,45.68385,2.3323746,42.10785
1111,45.65094,2.2819939,42.10785
1112,45.621574,2.266788,42.10785
1113,45.59111,2.2378597,42.10785
1114,45.469837,2.2760353,41.70109
1115,45.37462,2.218,41.70109
1116,45.349415,2.2025197,41.70109
1117,45.314064,2.206874,41.70109
1118,45.29831,2.2125509,41.70109
1119,45.263725,2.2331924,41.70109
1120,45.243603,2.2444875,41.70109
1121,45.215218,2.2561715,41.70109
1122,45.17065,2.2736945,41.70109
1123,45.15798,2.2756922,41.70109
1124,45.139046,2.2662148,41.70109
1125,45.100666,2.235784,41.70109
1126,45.0877,2.230718,41.70109
1127,45.057217,2.235355,41.70109
1128,45.004128,2.232699,41.70109
1129,45.004128,2.232699,41.70109
1130,45.003414,2.2328432,41.70109
1131,44.98631,2.2342336,41.70109
1132,44.962402,2.244567,41.70109
1133,44.953697,2.2429104,41.70109
1134,44.906693,2.2195847,41.70109
1135,44.90326,2.2198641,41.70109
1136,44.90326,2.2198641,41.70109
1137,44.87862,2.2240825,41.70109
1138,44.871685,2.2238576,41.70109
1139,44.82818,2.258369,41.671314
1140,44.82818,2.258369,41.671314
1141,44.814747,2.2670949,41.671314
1142,44.791145,2.2791383,41.671314
1143,44.77002,2.2877629,41.671314
1144,44.69702,2.2140338,41.671314
1145,44.65848,2.2224827,41.53502
1146,44.648506,2.2252147,41.41989
1147,44.64545,2.229687,41.358734
1148,44.57859,2.2880602,41.10092
1149,44.456738,2.2914748,40.66501
1150,44.425167,2.2553031,40.635113
1151,44.3128,2.2332268,40.12728
1152,44.233105,2.2415411,40.12728
1153,44.183674,2.270639,40.12728
1154,44.15144,2.2469757,40.12728
1155,44.092133,2.232258,40.12728
1156,44.054726,2.2537653,40.12728
1157,44.01855,2.2956517,39.568623
1158,43.991302,2.2860003,39.568623
1159,43.959713,2.2824166,39.568623
1160,43.95203,2.28382,39.568623
1161,43.928623,2.2692478,39.568623
1162,43.91474,2.2562392,39.568623
1163,43.896828,2.2850559,39.288906
1164,43.84609,2.3007894,39.11451
1165,43.784054,2.3442352,39.11451
1166,43.78356,2.3440387,39.11451
1167,43.773384,2.3450282,39.106888
1168,43.749207,2.3460977,39.070038
1169,43.69062,2.3680658,39.070038
1170,43.646027,2.3683827,39.070038
1171,43.6175,2.3792548,38.98978
1172,43.55791,2.3961222,38.769608
1173,43.543102,2.3856912,38.769608
1174,43.518017,2.3626947,38.769608
1175,43.48864,2.340855,38.769608
1176,43.45187,2.3274307,38.769608
1177,43.432877,2.337938,38.769608
1178,43.397194,2.3514454,38.769608
1179,43.395927,2.3524573,38.769608
1180,43.346092,2.389128,38.769608
1181,43.328194,2.4055681,38.769608
1182,43.326534,2.4072971,38.769608
1183,43.304424,2.4078968,38.769608
1184,43.258675,2.4088328,38.769608
1185,43.237373,2.4165616,38.769608
1186,43.221104,2.4143279,38.769608
1187,43.18456,2.4565527,38.769608
1188,43.143536,2.464947,38.769608
1189,43.07795,2.4672313,38.769608
1190,43.03774,2.468696,38.769608
1191,43.026817,2.475013,38.769608
1192,42.989155,2.470505,38.769608
1193,42.946335,2.4485848,38.769608
1194,42.91559,2.4578729,38.769608
1195,42.864098,2.4813952,38.769608
1196,42.833733,2.4848864,38.769608
1197,42.824425,2.497427,38.769608
1198,42.80469,2.5144732,38.769608
1199,42.772114,2.5308886,38.769608
1200,42.755074,2.5195868,38.769608
1201,42.716236,2.5235791,38.769608
1202,42.690296,2.5241776,38.769608
1203,42.62791,2.5298243,38.769608
1204,42.5961,2.5277596,38.769608
1205,42.569164,2.5195136,38.769608
1206,42.54876,2.5119982,38.769608
1207,42.460697,2.5412443,38.769608
1208,42.435024,2.5517807,38.769608
1209,42.3939,2.5767393,38.769608
1210,42.35463,2.5870128,38.769608
1211,42.301617,2.612976,38.769608
1212,42.276405,2.6215098,38.769608
1213,42.227978,2.6080403,38.769608
1214,42.210617,2.6143222,38.769608
1215,42.15746,2.619617,38.769608
1216,42.125347,2.6181061,38.769608
1217,42.10175,2.626615,38.769608
1218,42.09209,2.6225002,38.769608
1219,42.062893,2.6336575,38.769608
1220,42.061985,2.6330392,38.769608
1221,42.05491,2.63411,38.769608
1222,41.972862,2.6614559,38.54889
1223,41.91751,2.6752346,38.424957
1224,41.876987,2.701084,38.410088
1225,41.853664,2.7050526,38.410088
1226,41.842525,2.6957223,38.410088
1227,41.82001,2.700925,38.410088
1228,41.799957,2.7078862,38.410088
1229,41.796616,2.7077615,38.410088
1230,41.77458,2.7024858,38.383144
1231,41.769726,2.7019,38.383144
1232,41.733368,2.7306406,38.085968
1233,41.696705,2.7420604,38.076473
1234,41.66593,2.7581108,38.076473
1235,41.62138,2.779841,38.076473
1236,41.546375,2.8072712,38.076473
1237,41.537956,2.8036983,38.076473
1238,41.49257,2.8149948,38.076473
1239,41.46823,2.810854,38.076473
1240,41.427235,2.8298995,38.076473
1241,41.408855,2.8428614,38.076473
1242,41.392784,2.843199,38.076473
1243,41.373554,2.8431015,38.076473
1244,41.34364,2.843472,38.076473
1245,41.331688,2.8432257,38.076473
1246,41.31221,2.8444095,38.076473
1247,41.23622,2.8606803,38.076473
1248,41.168213,2.8874907,38.076473
1249,41.120373,2.9115858,38.076473
1250,41.071983,2.9160826,38.01812
1251,41.017845,2.9458256,38.01812
1252,40.98508,2.9701777,37.899734
1253,40.97776,2.9674613,37.899734
1254,40.95443,2.9655352,37.899734
1255,40.947605,2.9673736,37.899734
1256,40.936287,2.9730673,37.899734
1257,40.926098,2.9786863,37.899734
1258,40.922573,2.978952,37.899734
1259,40.91626,2.9799898,37.899734
1260,40.905956,2.9890206,37.899734
1261,40.893135,2.9919295,37.899734
1262,40.887234,2.9962595,37.899734
1263,40.875732,2.9966161,37.899734
1264,40.858307,3.0019095,37.899734
1265,40.831535,3.0138438,37.899734
1266,40.82583,3.0177457,37.899734
1267,40.806774,3.0300446,37.899734
1268,40.795616,3.0142157,37.899734
1269,40.78015,3.0067422,37.899734
1270,40.776775,3.0072381,37.899734
1271,40.774384,3.0089276,37.899734
1272,40.774384,3.0089276,37.899734
1273,40.771557,3.0114872,37.899734
1274,40.748726,3.0286992,37.899734
1275,40.73291,3.022446,37.835922
1276,40.709423,2.9927895,37.74722
1277,40.68405,2.98683,37.64764
1278,40.676727,2.9940364,37.523056
1279,40.65461,2.9939413,37.49763
1280,40.627346,3.0015025,37.49763
1281,40.617645,3.0087488,37.49763
1282,40.600056,3.0217881,37.49763
1283,40.56634,3.0471652,37.49763
1284,40.551,3.0588224,37.49763
1285,40.544044,3.0649374,37.49763
1286,40.522774,3.083334,37.49763
1287,40.52077,3.085133,37.49763
1288,40.505775,3.0974061,37.33949
1289,40.50132,3.1020186,37.250374
1290,40.47744,3.1148262,37.21615
1291,40.460136,3.1244445,37.058105
1292,40.43966,3.1297023,37.025642
1293,40.410225,3.1361654,37.025642
1294,40.328754,3.1536298,36.716633
1295,40.299225,3.1542645,36.708263
1296,40.273224,3.1690001,36.708263
1297,40.262768,3.1718643,36.708263
1298,40.250507,3.174083,36.708263
1299,40.226555,3.1896894,36.708263
1300,40.212296,3.2037256,36.659218
1301,40.182365,3.2094712,36.64006
1302,40.154778,3.2070541,36.613155
1303,40.13617,3.1961637,36.565987
1304,40.106247,3.1936493,36.565987
1305,40.076126,3.2116957,36.565987
1306,40.03793,3.2214181,36.565987
1307,40.014656,3.208109,36.565987
1308,40.01072,3.208625,36.565987
1309,40.008842,3.2098854,36.565987
1310,39.97864,3.2335951,36.43036
1311,39.960136,3.2497973,36.345894
1312,39.909645,3.2068436,36.345894
1313,39.889854,3.1680515,36.345894
1314,39.879444,3.1457534,36.32247
1315,39.879444,3.1457534,36.32247
1316,39.849407,3.1088266,36.32247
1317,39.821594,3.0756166,36.32247
1318,39.818436,3.078992,36.32247
1319,39.80313,3.0873766,36.32247
1320,39.769573,3.0373335,36.32247
1321,39.74588,3.052632,36.174114
1322,39.703827,3.083314,35.784428
1323,39.703106,3.082203,35.784428
1324,39.694374,3.0802279,35.784428
1325,39.693115,3.0804884,35.784428
1326,39.689106,3.0838697,35.784428
1327,39.674232,3.0880566,35.784428
1328,39.662888,3.0755126,35.784428
1329,39.62061,3.0914912,35.784428
1330,39.587013,3.1050117,35.784428
1331,39.58249,3.1040535,35.784428
1332,39.57308,3.1011891,35.763916
1333,39.56247,3.1107862,35.763916
1334,39.55001,3.1224642,35.763916
1335,39.531372,3.1089723,35.763916
1336,39.5201,3.1187334,35.763916
1337,39.498924,3.1137662,35.5866
1338,39.49004,3.097603,35.5866
1339,39.47349,3.113338,35.34255
1340,39.461678,3.1184828,35.255383
1341,39.41545,3.1155045,35.111485
1342,39.37307,3.12955,34.96511
1343,39.358494,3.1257346,34.96511
1344,39.3489,3.11236,34.96511
1345,39.34388,3.107112,34.96511
1346,39.31748,3.1207497,34.96511
1347,39.310925,3.11544,34.96511
1348,39.309677,3.1144185,34.96511
1349,39.29222,3.1024973,34.96511
1350,39.258865,3.1168995,34.96511
1351,39.23973,3.127252,34.96511
1352,39.212746,3.1427097,34.96511
1353,39.188667,3.1651216,34.96511
1354,39.169357,3.1767843,34.96511
1355,39.13709,3.1668243,34.96511
1356,39.125587,3.169425,34.96511
1357,39.123135,3.169919,34.96511
1358,39.11628,3.176928,34.96511
1359,39.110336,3.178352,34.96511
1360,39.108322,3.1805153,34.96511
1361,39.10339,3.1853728,34.96511
1362,39.100277,3.1875908,34.96511
1363,39.089504,3.1828997,34.96511
1364,39.07554,3.185178,34.96511
1365,39.065933,3.193837,34.845467
1366,39.048454,3.2096136,34.752728
1367,39.041195,3.216414,34.724644
1368,39.03909,3.2121332,34.724644
1369,39.028732,3.2160263,34.588413
1370,39.02501,3.2148638,34.564316
1371,39.019028,3.2196767,34.49907
1372,39.002277,3.2320707,34.49907
1373,38.991535,3.2390041,34.49907
1374,38.989857,3.2393208,34.49907
1375,38.96519,3.2617357,34.273
1376,38.936077,3.2901216,34.06373
1377,38.919727,3.3033376,33.90955
1378,38.906586,3.3084798,33.816265
1379,38.889515,3.3123937,33.816265
1380,38.88783,3.312381,33.816265
1381,38.874565,3.309021,33.816265
1382,38.850574,3.293476,33.816265
1383,38.847878,3.293638,33.816265
1384,38.835674,3.291492,33.816265
1385,38.81829,3.286952,33.816265
1386,38.795036,3.294084,33.816265
1387,38.765812,3.2967906,33.816265
1388,38.73668,3.2908504,33.816265
1389,38.73222,3.2909715,33.816265
1390,38.705772,3.3075824,33.816265
1391,38.688435,3.316771,33.816265
1392,38.67218,3.324878,33.816265
1393,38.666817,3.3267384,33.816265
1394,38.658836,3.31611,33.816265
1395,38.65093,3.3052368,33.816265
1396,38.645634,3.3061786,33.816265
1397,38.627563,3.3058274,33.816265
1398,38.586906,3.3436136,33.816265
1399,38.567753,3.338189,33.816265
1400,38.550827,3.3593233,33.816265
1401,38.542587,3.3635144,33.79332
1402,38.525753,3.3720586,33.784676
1403,38.51462,3.3786712,33.784676
1404,38.502174,3.386906,33.784676
1405,38.490623,3.3969316,33.784676
1406,38.4847,3.398025,33.784676
1407,38.47208,3.4054596,33.67994
1408,38.465176,3.404074,33.673298
1409,38.426476,3.4244232,33.547356
1410,38.401478,3.4307275,33.547356
1411,38.394726,3.431823,33.547356
1412,38.382683,3.441668,33.426117
1413,38.36083,3.447871,33.287746
1414,38.346294,3.4607458,33.281406
1415,38.338715,3.4585257,33.281406
1416,38.33085,3.455474,33.281406
1417,38.30582,3.465701,33.281406
1418,38.29148,3.4602122,33.281406
1419,38.287918,3.4607058,33.281406
1420,38.276432,3.468676,33.281406
1421,38.263084,3.477368,33.281406
1422,38.25744,3.4836278,33.281406
1423,38.24618,3.4944077,33.281406
1424,38.243916,3.494308,33.281406
1425,38.238804,3.4951122,33.281406
1426,38.235706,3.4954157,33.281406
1427,38.23006,3.493103,33.281406
1428,38.2266,3.4965084,33.223606
1429,38.196686,3.5168755,33.19886
1430,38.183884,3.525967,33.19886
1431,38.175117,3.5316162,33.19886
1432,38.16876,3.5335515,33.19886
1433,38.157143,3.540307,33.19886
1434,38.1468,3.5473304,33.19886
1435,38.14018,3.5518734,33.110752
1436,38.118523,3.5729444,32.939926
1437,38.117638,3.5734448,32.939926
1438,38.117195,3.5735593,32.939426
1439,38.11453,3.5741186,32.938576
1440,38.101257,3.5690258,32.900387
1441,38.08186,3.5753055,32.900387
1442,38.062702,3.5776947,32.89721
1443,38.054848,3.5810935,32.89655
1444,38.05254,3.5812936,32.892036
1445,38.023872,3.5905638,32.892036
1446,38.015038,3.587732,32.892036
1447,38.010006,3.5871816,32.892036
1448,38.004753,3.5871625,32.892036
1449,37.992996,3.5876515,32.892036
1450,37.977154,3.5886953,32.892036
1451,37.959126,3.5962472,32.892036
1452,37.951164,3.590908,32.892036
1453,37.939156,3.594324,32.892036
1454,37.916477,3.5820289,32.892036
1455,37.90413,3.5824757,32.892036
1456,37.887726,3.5811117,32.83658
1457,37.879776,3.5858154,32.83658
1458,37.86747,3.5912178,32.83658
1459,37.862003,3.5946863,32.83658
1460,37.853275,3.593365,32.83658
1461,37.832966,3.5922148,32.83658
1462,37.816757,3.60541,32.725708
1463,37.807682,3.6174183,32.589405
1464,37.80514,3.6199439,32.572628
1465,37.79003,3.6305861,32.45061
1466,37.786385,3.6300843,32.44706
1467,37.783066,3.6334293,32.410572
1468,37.768307,3.6472893,32.276054
1469,37.752716,3.6521592,32.247612
1470,37.743404,3.661579,32.162403
1471,37.72264,3.6647818,32.162403
1472,37.716587,3.6658525,32.162403
1473,37.70971,3.6658854,32.162403
1474,37.703773,3.670472,32.162403
1475,37.681656,3.6730359,32.162403
1476,37.675327,3.67239,32.162403
1477,37.66604,3.6716826,32.162403
1478,37.66082,3.677281,32.162403
1479,37.65599,3.6825132,32.162403
1480,37.649956,3.6871307,32.162403
1481,37.645382,3.6926153,32.08202
1482,37.637833,3.6934102,32.08202
1483,37.624367,3.6988363,32.08202
1484,37.614235,3.702396,32.08202
1485,37.597702,3.7032337,32.08202
1486,37.58917,3.7066228,32.08202
1487,37.58065,3.704549,32.08202
1488,37.568962,3.698524,32.08202
1489,37.563293,3.6981878,32.08202
1490,37.561363,3.6987674,32.08202
1491,37.55375,3.6940515,32.08202
1492,37.539646,3.6864202,32.08202
1493,37.53507,3.68304,32.08202
1494,37.531315,3.6873004,32.022816
1495,37.523346,3.6939592,32.01632
1496,37.518074,3.6971643,32.01632
1497,37.51289,3.6960444,32.01632
1498,37.505867,3.69932,32.01632
1499,37.48944,3.7048092,32.01632
1500,37.47654,3.7054884,32.01632
1501,37.463577,3.6959884,32.01632
1502,37.45837,3.6896198,32.01632
1503,37.4555,3.6858907,32.01632
1504,37.44587,3.6820931,32.01632
1505,37.431553,3.676418,32.01632
1506,37.422348,3.6740339,32.01632
1507,37.416714,3.671442,32.01632
1508,37.414654,3.6704519,32.01632
1509,37.40533,3.6667154,32.01632
1510,37.403282,3.667736,32.01632
1511,37.402832,3.6679633,32.01632
1512,37.396965,3.671176,31.992533
1513,37.389618,3.676894,31.922571
1514,37.374344,3.6855264,31.922571
1515,37.364826,3.6915863,31.881107
1516,37.353195,3.6903229,31.87281
1517,37.342724,3.698876,31.87281
1518,37.33353,3.7060888,31.827019
1519,37.32231,3.7152665,31.769382
1520,37.312984,3.7241967,31.769382
1521,37.310703,3.7252162,31.769382
1522,37.29958,3.7368035,31.769382
1523,37.296497,3.736859,31.769382
1524,37.29488,3.7372131,31.769382
1525,37.291435,3.7349231,31.769382
1526,37.27191,3.7351518,31.769382
1527,37.253796,3.7392254,31.769382
1528,37.2415,3.7390587,31.769382
1529,37.234013,3.745313,31.769382
1530,37.22487,3.7506356,31.769382
1531,37.220993,3.7539768,31.769382
1532,37.220726,3.7536166,31.769382
1533,37.207596,3.7598155,31.698175
1534,37.186794,3.7700107,31.649685
1535,37.176563,3.766397,31.637026
1536,37.159065,3.7496195,31.589334
1537,37.146515,3.7250628,31.589334
