Generation,Mean_RMSE,Std_Dev,Best_RMSE
779,38.69317,1.5105869,35.915688
780,38.686905,1.5104234,35.915688
781,38.677006,1.5045717,35.915688
782,38.670338,1.4979063,35.915688
783,38.670338,1.4979063,35.915688
784,38.665913,1.4984084,35.899223
785,38.66176,1.5040942,35.875797
786,38.654907,1.5018762,35.875797
787,38.654907,1.5018762,35.875797
788,38.6537,1.5041122,35.85171
789,38.63897,1.4980178,35.85171
790,38.623127,1.4907794,35.85171
791,38.615387,1.4934849,35.85171
792,38.61502,1.4933581,35.85171
793,38.61502,1.4933581,35.85171
794,38.610065,1.4920667,35.85171
795,38.60654,1.4928275,35.85171
796,38.605556,1.4932574,35.85171
797,38.605515,1.4932745,35.85171
798,38.60409,1.4939203,35.85171
799,38.597504,1.5001435,35.85171
800,38.585735,1.4943552,35.85171
801,38.581398,1.4934957,35.85171
802,38.576954,1.4951569,35.82641
803,38.571766,1.4974682,35.82641
804,38.56861,1.4995304,35.794277
805,38.56598,1.5006739,35.794277
806,38.554016,1.4913499,35.780293
807,38.541748,1.5017402,35.780293
808,38.53779,1.5014312,35.780293
809,38.521984,1.5087152,35.780293
810,38.515343,1.5067458,35.780293
811,38.51095,1.509715,35.77131
812,38.50828,1.5134912,35.77131
813,38.503674,1.5118816,35.77131
814,38.497074,1.5156323,35.71595
815,38.492424,1.5180151,35.71595
816,38.4876,1.51777,35.71595
817,38.4809,1.5147723,35.71595
818,38.477238,1.5141966,35.707554
819,38.466423,1.5187876,35.707554
820,38.45388,1.5312779,35.706642
821,38.45173,1.5307456,35.706642
822,38.45173,1.5307456,35.706642
823,38.45173,1.5307456,35.706642
824,38.446,1.5300567,35.706642
825,38.442482,1.5293299,35.706642
826,38.437958,1.5372298,35.621227
827,38.434196,1.5388366,35.621227
828,38.432415,1.5397979,35.621227
829,38.424854,1.5422897,35.621227
830,38.419304,1.5469867,35.621227
831,38.41665,1.5438474,35.621227
832,38.41665,1.5438474,35.621227
833,38.41665,1.5438474,35.621227
834,38.41665,1.5438474,35.621227
835,38.404484,1.532105,35.621227
836,38.39997,1.5390004,35.543236
837,38.391964,1.5311147,35.543236
838,38.384556,1.533713,35.543236
839,38.375023,1.5309006,35.543236
840,38.36653,1.5335261,35.543236
841,38.365818,1.5348377,35.529015
842,38.357094,1.533379,35.529015
843,38.355106,1.5325384,35.529015
844,38.353367,1.5319037,35.529015
845,38.353367,1.5319037,35.529015
846,38.34886,1.5282975,35.529015
847,38.34886,1.5282975,35.529015
848,38.34886,1.5282975,35.529015
849,38.34683,1.5280848,35.529015
850,38.34683,1.5280848,35.529015
851,38.342827,1.532788,35.529015
852,38.340096,1.5318489,35.529015
853,38.334732,1.5384336,35.529015
854,38.330345,1.539,35.529015
855,38.32644,1.539476,35.529015
856,38.31638,1.5460867,35.529015
857,38.312874,1.5476094,35.529015
858,38.302177,1.553974,35.529015
859,38.289585,1.5496945,35.49295
860,38.28759,1.5517923,35.49295
861,38.28741,1.5518763,35.49295
862,38.28077,1.5518124,35.49295
863,38.2779,1.5512158,35.49295
864,38.26738,1.551473,35.49295
865,38.26738,1.551473,35.49295
866,38.26632,1.5533792,35.471695
867,38.25018,1.5590103,35.386463
868,38.248844,1.5582683,35.386463
869,38.2384,1.560291,35.386463
870,38.233482,1.5665771,35.386463
871,38.224403,1.5759599,35.313786
872,38.224403,1.5759599,35.313786
873,38.218872,1.5832145,35.313786
874,38.217163,1.5855632,35.313786
875,38.209736,1.597243,35.22291
876,38.203243,1.606376,35.22291
877,38.20171,1.6092377,35.19219
878,38.20165,1.6092896,35.19219
879,38.2015,1.6090502,35.19219
880,38.196022,1.616416,35.107883
881,38.196022,1.616416,35.107883
882,38.195347,1.6167145,35.107883
883,38.192993,1.6167796,35.10697
884,38.16996,1.6329955,35.02795
885,38.166473,1.6373801,34.99845
886,38.166473,1.6373801,34.99845
887,38.166107,1.6373764,34.99845
888,38.16334,1.6399902,34.99845
889,38.15972,1.6402987,34.99845
890,38.15081,1.6399888,34.99845
891,38.141464,1.6397934,34.99845
892,38.141464,1.6397934,34.99845
893,38.137924,1.6458731,34.940514
894,38.136833,1.6465832,34.940514
895,38.130596,1.6466657,34.940514
896,38.130596,1.6466657,34.940514
897,38.12168,1.6494082,34.940514
898,38.115997,1.6552417,34.940514
899,38.113594,1.654327,34.940514
900,38.110992,1.6543522,34.940514
901,38.110992,1.6543522,34.940514
902,38.10808,1.6546279,34.940514
903,38.1074,1.6554826,34.940514
904,38.1074,1.6554826,34.940514
905,38.10469,1.6554775,34.940514
906,38.096767,1.6542389,34.940514
907,38.09098,1.6537886,34.940514
908,38.081074,1.6494172,34.940514
909,38.081074,1.6494172,34.940514
910,38.07995,1.6508602,34.940514
911,38.07995,1.6508602,34.940514
912,38.071205,1.6567155,34.940514
913,38.068058,1.6588775,34.940514
914,38.060703,1.657838,34.940514
915,38.060703,1.657838,34.940514
916,38.060703,1.657838,34.940514
917,38.060703,1.657838,34.940514
918,38.058426,1.6564888,34.940514
919,38.05571,1.6548816,34.940514
920,38.049404,1.6541729,34.940514
921,38.04363,1.6578243,34.940514
922,38.039845,1.6617459,34.940514
923,38.039505,1.6621802,34.940514
924,38.039505,1.6621802,34.940514
925,38.031715,1.6730595,34.925457
926,38.031715,1.6730595,34.925457
927,38.024002,1.6803535,34.925457
928,38.018944,1.6776191,34.925457
929,38.018944,1.6776191,34.925457
930,38.018944,1.6776191,34.925457
931,38.018944,1.6776191,34.925457
932,38.018944,1.6776191,34.925457
933,38.008392,1.6842102,34.82548
934,38.008392,1.6842102,34.82548
935,38.008392,1.6842102,34.82548
936,38.000618,1.6867021,34.82548
937,37.999214,1.6885363,34.82548
938,37.993507,1.6994153,34.7113
939,37.98697,1.7058691,34.7113
940,37.98697,1.7058691,34.7113
941,37.978504,1.7086548,34.7113
942,37.967274,1.7147166,34.7113
943,37.967274,1.7147166,34.7113
944,37.959343,1.7252386,34.593376
945,37.954945,1.7310776,34.593376
946,37.95276,1.7340496,34.593376
947,37.95276,1.7340496,34.593376
948,37.951668,1.7337857,34.593376
949,37.946964,1.7358726,34.593376
950,37.946045,1.7371292,34.593376
951,37.946045,1.7371292,34.593376
952,37.946045,1.7371292,34.593376
953,37.94392,1.7388072,34.593376
954,37.93288,1.7352926,34.593376
955,37.93288,1.7352926,34.593376
956,37.931114,1.7353894,34.593376
957,37.9292,1.7345275,34.593376
958,37.9292,1.7345275,34.593376
959,37.927155,1.7335517,34.593376
960,37.927155,1.7335517,34.593376
961,37.927155,1.7335517,34.593376
962,37.92695,1.7339551,34.589184
963,37.91043,1.7438856,34.589184
964,37.90685,1.7507719,34.51746
965,37.89981,1.7580291,34.51746
966,37.89791,1.7581108,34.51746
967,37.89574,1.7623131,34.47396
968,37.893517,1.7615869,34.47396
969,37.883022,1.7588732,34.47396
970,37.880642,1.7584224,34.47396
971,37.880642,1.7584224,34.47396
972,37.880642,1.7584224,34.47396
973,37.880642,1.7584224,34.47396
974,37.880642,1.7584224,34.47396
975,37.880642,1.7584224,34.47396
976,37.880642,1.7584224,34.47396
977,37.878483,1.7575059,34.47396
978,37.878304,1.7574341,34.47396
979,37.87725,1.7568755,34.47396
980,37.87349,1.7600224,34.442528
981,37.869797,1.7604998,34.424137
982,37.866013,1.7614828,34.424137
983,37.866013,1.7614828,34.424137
984,37.85347,1.7628208,34.424137
985,37.85347,1.7628208,34.424137
986,37.83862,1.769361,34.424137
987,37.8345,1.7752589,34.424137
988,37.83343,1.7773126,34.402805
989,37.831688,1.7806945,34.3679
990,37.82971,1.7798686,34.3679
991,37.82888,1.7796572,34.3679
992,37.828407,1.7798007,34.3679
993,37.828407,1.7798007,34.3679
994,37.823486,1.7802261,34.3679
995,37.823486,1.7802261,34.3679
996,37.821793,1.782396,34.3679
997,37.821793,1.782396,34.3679
998,37.810814,1.7859759,34.3679
999,37.810814,1.7859759,34.3679
1000,37.808437,1.7849524,34.3679
1001,37.806187,1.7854373,34.3679
1002,37.80261,1.7815491,34.3679
1003,37.800396,1.782475,34.3679
1004,37.79518,1.7848827,34.3679
1005,37.79242,1.7843729,34.3679
1006,37.785168,1.786197,34.3679
1007,37.780632,1.7896757,34.3679
1008,37.769875,1.7802355,34.3679
1009,37.76288,1.7804035,34.3679
1010,37.760017,1.7793967,34.3679
1011,37.748352,1.7961694,34.204487
1012,37.748077,1.796091,34.204487
1013,37.744904,1.79585,34.204487
1014,37.743713,1.7972482,34.204487
1015,37.737934,1.8001115,34.204487
1016,37.73761,1.8003415,34.204487
1017,37.73452,1.8025746,34.204487
1018,37.73336,1.8033832,34.204487
1019,37.7306,1.8040437,34.204487
1020,37.727703,1.8036386,34.204487
1021,37.723602,1.8024796,34.204487
1022,37.72088,1.8038018,34.204487
1023,37.72032,1.8042165,34.204487
1024,37.715946,1.8056227,34.204487
1025,37.71351,1.8041238,34.204487
1026,37.708023,1.8040788,34.204487
1027,37.708023,1.8040788,34.204487
1028,37.706505,1.802436,34.204487
1029,37.704796,1.8037617,34.204487
1030,37.69943,1.7988901,34.204487
1031,37.698765,1.7995129,34.204487
1032,37.69367,1.7982371,34.204487
1033,37.69365,1.7982613,34.204487
1034,37.687515,1.8014292,34.204487
1035,37.686794,1.8018274,34.204487
1036,37.686794,1.8018274,34.204487
1037,37.686413,1.8020406,34.204487
1038,37.683506,1.8031892,34.204487
1039,37.683506,1.8031892,34.204487
1040,37.682266,1.8030186,34.204487
1041,37.67488,1.8034523,34.204487
1042,37.672523,1.8028504,34.204487
1043,37.66282,1.8002064,34.204487
1044,37.66282,1.8002064,34.204487
1045,37.66282,1.8002064,34.204487
1046,37.66282,1.8002064,34.204487
1047,37.65615,1.7990519,34.204487
1048,37.6498,1.8029567,34.204487
1049,37.6438,1.8036689,34.204487
1050,37.643383,1.8036902,34.204487
1051,37.63958,1.8042756,34.204487
1052,37.638763,1.8038592,34.204487
1053,37.635567,1.8054799,34.204487
1054,37.63437,1.8062799,34.204487
1055,37.633205,1.8068113,34.204487
1056,37.618584,1.8209001,34.067944
1057,37.618538,1.8209851,34.06707
1058,37.618397,1.8210789,34.06707
1059,37.60511,1.8325596,34.06707
1060,37.60144,1.8350992,34.06707
1061,37.60144,1.8350992,34.06707
1062,37.6003,1.8373036,34.044235
1063,37.598415,1.8381205,34.044235
1064,37.598415,1.8381205,34.044235
1065,37.598362,1.8382187,34.04322
1066,37.596645,1.8400573,34.03314
1067,37.593773,1.8414985,34.02208
1068,37.589085,1.8486569,33.950817
1069,37.578194,1.8571222,33.8789
1070,37.578194,1.8571222,33.8789
1071,37.578194,1.8571222,33.8789
1072,37.578194,1.8571222,33.8789
1073,37.561768,1.851387,33.8789
1074,37.561768,1.851387,33.8789
1075,37.5564,1.8495407,33.8789
1076,37.552113,1.8513951,33.8789
1077,37.552113,1.8513951,33.8789
1078,37.55028,1.8522446,33.8789
1079,37.53731,1.8679607,33.70966
1080,37.535217,1.8657228,33.70966
1081,37.527897,1.8658862,33.70966
1082,37.527897,1.8658862,33.70966
1083,37.526768,1.8655752,33.70966
1084,37.52381,1.8633462,33.70966
1085,37.50863,1.8537909,33.70966
1086,37.507904,1.853603,33.70966
1087,37.507225,1.8532358,33.70966
1088,37.507225,1.8532358,33.70966
1089,37.504555,1.8538349,33.70966
1090,37.499794,1.8552697,33.70966
1091,37.49552,1.8507267,33.70966
1092,37.493248,1.8502656,33.70966
1093,37.487328,1.8531826,33.70966
1094,37.48171,1.8519006,33.70966
1095,37.479935,1.8518653,33.70966
1096,37.479702,1.8517371,33.70966
1097,37.479233,1.8512447,33.70966
1098,37.475227,1.8504803,33.70966
1099,37.475227,1.8504803,33.70966
1100,37.474808,1.850404,33.70966
1101,37.474255,1.8498244,33.70966
1102,37.4678,1.8447148,33.70966
1103,37.464394,1.8446326,33.70966
1104,37.460625,1.8413738,33.70966
1105,37.460052,1.8410395,33.70966
1106,37.453213,1.8468931,33.70966
1107,37.43408,1.8359482,33.70966
1108,37.433525,1.8357229,33.70966
1109,37.432518,1.8351436,33.70966
1110,37.432518,1.8351436,33.70966
1111,37.429855,1.8320878,33.70966
1112,37.429855,1.8320878,33.70966
1113,37.429195,1.8323164,33.70966
1114,37.427353,1.8322121,33.70966
1115,37.422356,1.8276821,33.70966
1116,37.422356,1.8276821,33.70966
1117,37.417797,1.8275628,33.70966
1118,37.415237,1.8268111,33.70966
1119,37.394756,1.803283,33.70966
1120,37.394756,1.803283,33.70966
1121,37.394756,1.803283,33.70966
1122,37.394756,1.803283,33.70966
1123,37.389133,1.7978477,33.70966
1124,37.389133,1.7978477,33.70966
1125,37.389133,1.7978477,33.70966
1126,37.38623,1.7961289,33.70966
1127,37.38623,1.7961289,33.70966
1128,37.380566,1.7907021,33.70966
1129,37.378094,1.7912532,33.70966
1130,37.374916,1.7916019,33.70966
1131,37.374916,1.7916019,33.70966
1132,37.37296,1.7919255,33.70966
1133,37.37268,1.7919971,33.70966
1134,37.36802,1.7934431,33.70966
1135,37.36165,1.7900064,33.70966
1136,37.35576,1.7909387,33.70966
1137,37.345802,1.7910954,33.70966
1138,37.345802,1.7910954,33.70966
1139,37.34442,1.7889115,33.70966
1140,37.341496,1.7897959,33.70966
1141,37.332264,1.8006465,33.70966
1142,37.33145,1.7993774,33.70966
1143,37.323956,1.794998,33.70966
1144,37.323288,1.7949692,33.70966
1145,37.320496,1.7947904,33.70966
1146,37.320496,1.7947904,33.70966
1147,37.316475,1.7946333,33.70966
1148,37.316475,1.7946333,33.70966
1149,37.316475,1.7946333,33.70966
1150,37.311543,1.7984552,33.70966
1151,37.311543,1.7984552,33.70966
1152,37.311543,1.7984552,33.70966
1153,37.300148,1.8053386,33.70966
1154,37.292362,1.8126805,33.70966
1155,37.285152,1.8200179,33.70966
1156,37.28454,1.8206655,33.70966
1157,37.2845,1.8206402,33.70966
1158,37.279675,1.8258656,33.70966
1159,37.279675,1.8258656,33.70966
1160,37.272823,1.830278,33.70966
1161,37.271637,1.8310056,33.70966
1162,37.262207,1.83729,33.70966
1163,37.262207,1.83729,33.70966
1164,37.262207,1.83729,33.70966
1165,37.262207,1.83729,33.70966
1166,37.260868,1.8389829,33.70966
1167,37.252636,1.846216,33.70966
1168,37.250484,1.8479002,33.70966
1169,37.250484,1.8479002,33.70966
1170,37.244602,1.8483666,33.70966
1171,37.232323,1.8483933,33.70966
1172,37.232323,1.8483933,33.70966
1173,37.232323,1.8483933,33.70966
1174,37.232323,1.8483933,33.70966
1175,37.22816,1.8528864,33.70966
1176,37.209953,1.828956,33.70966
1177,37.19061,1.8112379,33.70966
1178,37.19021,1.8116765,33.70966
1179,37.18598,1.8043126,33.70966
1180,37.18598,1.8043126,33.70966
1181,37.18598,1.8043126,33.70966
1182,37.172947,1.7826219,33.70966
1183,37.169655,1.7852416,33.70966
1184,37.169655,1.7852416,33.70966
1185,37.167812,1.7872928,33.70966
1186,37.164898,1.786268,33.70966
1187,37.164898,1.786268,33.70966
1188,37.161037,1.7882643,33.70966
1189,37.161037,1.7882643,33.70966
1190,37.16001,1.7884921,33.70966
1191,37.16001,1.7884921,33.70966
1192,37.15227,1.7974379,33.70966
1193,37.150818,1.7982957,33.70966
1194,37.146408,1.7988908,33.70966
1195,37.142265,1.7998888,33.70966
1196,37.141144,1.7996895,33.70966
1197,37.13341,1.787594,33.70966
1198,37.131832,1.786587,33.70966
1199,37.12856,1.7827755,33.70966
1200,37.12856,1.7827755,33.70966
1201,37.126144,1.783157,33.70966
1202,37.124184,1.7818655,33.70966
1203,37.124184,1.7818655,33.70966
1204,37.120365,1.7821168,33.70966
1205,37.11771,1.7806044,33.70966
1206,37.11771,1.7806044,33.70966
1207,37.11771,1.7806044,33.70966
1208,37.109608,1.7825958,33.70966
1209,37.102287,1.7844045,33.70966
1210,37.100258,1.785103,33.70966
1211,37.100258,1.785103,33.70966
1212,37.100258,1.785103,33.70966
1213,37.100258,1.785103,33.70966
1214,37.097137,1.7874734,33.70966
1215,37.091515,1.7876703,33.70966
1216,37.089817,1.7866262,33.70966
1217,37.088837,1.7861394,33.70966
1218,37.088783,1.7861993,33.70966
1219,37.088783,1.7861993,33.70966
1220,37.084282,1.7864233,33.70966
1221,37.08386,1.7869117,33.70966
1222,37.08386,1.7869117,33.70966
1223,37.08386,1.7869117,33.70966
1224,37.082115,1.7889644,33.70966
1225,37.082115,1.7889644,33.70966
1226,37.08141,1.7886406,33.70966
1227,37.08141,1.7886406,33.70966
1228,37.078857,1.7884815,33.70966
1229,37.078857,1.7884815,33.70966
1230,37.0784,1.7890887,33.70966
1231,37.0784,1.7890887,33.70966
1232,37.06664,1.7961171,33.696472
1233,37.06664,1.7961171,33.696472
1234,37.06066,1.7992507,33.696472
1235,37.05426,1.8018154,33.696472
1236,37.054142,1.8018546,33.696472
1237,37.053333,1.8022349,33.696472
1238,37.052097,1.8026623,33.696472
1239,37.052097,1.8026623,33.696472
1240,37.04538,1.8079158,33.696472
1241,37.04538,1.8079158,33.696472
1242,37.043465,1.81006,33.696472
1243,37.043465,1.81006,33.696472
1244,37.043465,1.81006,33.696472
1245,37.043465,1.81006,33.696472
1246,37.037964,1.8101028,33.696472
1247,37.037964,1.8101028,33.696472
1248,37.037964,1.8101028,33.696472
1249,37.0305,1.8082764,33.696472
1250,37.0305,1.8082764,33.696472
1251,37.02694,1.8081034,33.696472
1252,37.02694,1.8081034,33.696472
1253,37.023205,1.8069067,33.696472
1254,37.01761,1.8094478,33.696472
1255,37.015625,1.8104824,33.696472
1256,37.015095,1.8107157,33.696472
1257,37.00987,1.8127661,33.696472
1258,37.00987,1.8127661,33.696472
1259,37.00688,1.813589,33.696472
1260,37.003788,1.8150721,33.696472
1261,37.000675,1.8170649,33.696472
1262,36.999947,1.8173634,33.696472
1263,36.999947,1.8173634,33.696472
1264,36.995758,1.8189763,33.696472
1265,36.99386,1.8189703,33.696472
1266,36.979664,1.8164966,33.696472
1267,36.969982,1.8076044,33.696472
1268,36.963196,1.8116654,33.696472
1269,36.961826,1.8120015,33.696472
1270,36.961826,1.8120015,33.696472
1271,36.957634,1.8136935,33.696472
1272,36.956726,1.8140534,33.696472
1273,36.956726,1.8140534,33.696472
1274,36.95295,1.8183938,33.696472
1275,36.95246,1.8189638,33.696472
1276,36.9461,1.815363,33.696472
1277,36.9461,1.815363,33.696472
1278,36.945015,1.8160548,33.696472
1279,36.9436,1.817745,33.696472
1280,36.938164,1.8201853,33.696472
1281,36.931328,1.8259503,33.696472
1282,36.931328,1.8259503,33.696472
1283,36.927605,1.8306385,33.696472
1284,36.92756,1.8306807,33.696472
1285,36.92756,1.8306807,33.696472
1286,36.924824,1.8355408,33.641766
1287,36.92476,1.8355596,33.641766
1288,36.915165,1.8467517,33.641766
1289,36.915165,1.8467517,33.641766
1290,36.91197,1.8487581,33.641766
1291,36.9102,1.8503252,33.641766
1292,36.9102,1.8503252,33.641766
1293,36.9102,1.8503252,33.641766
1294,36.908527,1.8514179,33.641766
1295,36.908527,1.8514179,33.641766
1296,36.908527,1.8514179,33.641766
1297,36.903397,1.8542998,33.641766
1298,36.89696,1.8610799,33.641766
1299,36.893288,1.8654363,33.641766
1300,36.892834,1.8658541,33.641766
1301,36.88807,1.8679199,33.641766
1302,36.87756,1.8762667,33.641766
1303,36.87099,1.8827035,33.641766
1304,36.87099,1.8827035,33.641766
1305,36.87099,1.8827035,33.641766
1306,36.870335,1.8831192,33.641766
1307,36.86358,1.8921659,33.641766
1308,36.86358,1.8921659,33.641766
1309,36.86358,1.8921659,33.641766
1310,36.859722,1.8946735,33.641766
1311,36.859722,1.8946735,33.641766
1312,36.859722,1.8946735,33.641766
1313,36.859722,1.8946735,33.641766
1314,36.855633,1.9003361,33.641766
1315,36.855633,1.9003361,33.641766
1316,36.84949,1.9083515,33.641766
1317,36.84949,1.9083515,33.641766
1318,36.84844,1.9075892,33.641766
1319,36.845295,1.9079304,33.641766
1320,36.845074,1.9077711,33.641766
1321,36.845074,1.9077711,33.641766
1322,36.845074,1.9077711,33.641766
1323,36.834778,1.9090489,33.641766
1324,36.834778,1.9090489,33.641766
1325,36.819008,1.931109,33.42141
1326,36.819008,1.931109,33.42141
1327,36.81656,1.9344746,33.42141
1328,36.81549,1.9327219,33.42141
1329,36.80703,1.9192079,33.42141
1330,36.80703,1.9192079,33.42141
1331,36.80703,1.9192079,33.42141
1332,36.80703,1.9192079,33.42141
1333,36.80064,1.9154289,33.42141
1334,36.795265,1.9163114,33.42141
1335,36.794468,1.9168127,33.42141
1336,36.793175,1.9185822,33.42141
1337,36.792824,1.9190624,33.42141
1338,36.77714,1.9177715,33.42141
1339,36.774895,1.9192017,33.42141
1340,36.772076,1.9170219,33.42141
1341,36.761177,1.9190508,33.42141
1342,36.75732,1.9245484,33.42141
1343,36.754807,1.9206839,33.42141
1344,36.754807,1.9206839,33.42141
1345,36.754807,1.9206839,33.42141
1346,36.753296,1.9228776,33.42141
1347,36.753296,1.9228776,33.42141
1348,36.75024,1.9182558,33.42141
1349,36.749138,1.9197879,33.42141
1350,36.74421,1.9244788,33.42141
1351,36.743282,1.9258213,33.42141
1352,36.74093,1.9264803,33.42141
1353,36.74093,1.9264803,33.42141
1354,36.74018,1.927547,33.42141
1355,36.74018,1.927547,33.42141
1356,36.736973,1.9315424,33.42141
1357,36.73215,1.9307524,33.42141
1358,36.727528,1.9240768,33.42141
1359,36.71984,1.9272625,33.42141
1360,36.71984,1.9272625,33.42141
1361,36.703804,1.9403666,33.42141
1362,36.703804,1.9403666,33.42141
1363,36.70102,1.9432231,33.42141
1364,36.70102,1.9432231,33.42141
1365,36.699715,1.9435893,33.42141
1366,36.689102,1.940251,33.42141
1367,36.689102,1.940251,33.42141
1368,36.687965,1.9406381,33.42141
1369,36.687965,1.9406381,33.42141
1370,36.687965,1.9406381,33.42141
1371,36.687965,1.9406381,33.42141
1372,36.687965,1.9406381,33.42141
1373,36.687965,1.9406381,33.42141
1374,36.687965,1.9406381,33.42141
1375,36.687965,1.9406381,33.42141
1376,36.687782,1.940442,33.42141
1377,36.68304,1.9452813,33.412594
1378,36.68304,1.9452813,33.412594
1379,36.68209,1.9442577,33.412594
1380,36.680702,1.9459579,33.4024
1381,36.67446,1.942966,33.4024
1382,36.672966,1.9446906,33.4024
1383,36.671993,1.9455862,33.39431
1384,36.671993,1.9455862,33.39431
1385,36.671993,1.9455862,33.39431
1386,36.66946,1.9498754,33.343708
1387,36.66716,1.9495416,33.328876
1388,36.65761,1.9526668,33.328876
1389,36.65275,1.9561144,33.328876
1390,36.65275,1.9561144,33.328876
1391,36.65275,1.9561144,33.328876
1392,36.65275,1.9561144,33.328876
1393,36.64817,1.9576644,33.328876
1394,36.64817,1.9576644,33.328876
1395,36.646397,1.9568052,33.328876
1396,36.63627,1.9625491,33.328876
1397,36.63627,1.9625491,33.328876
1398,36.63627,1.9625491,33.328876
1399,36.63627,1.9625491,33.328876
1400,36.63627,1.9625491,33.328876
1401,36.62835,1.9549105,33.328876
1402,36.626724,1.9572382,33.328876
1403,36.626392,1.9573553,33.328876
1404,36.621223,1.953525,33.328876
1405,36.621223,1.953525,33.328876
1406,36.621223,1.953525,33.328876
1407,36.617973,1.9529247,33.328876
1408,36.60468,1.940882,33.328876
1409,36.59881,1.9418982,33.328876
1410,36.59504,1.9380592,33.328876
1411,36.59504,1.9380592,33.328876
1412,36.594215,1.9389023,33.328876
1413,36.594215,1.9389023,33.328876
1414,36.593666,1.938803,33.328876
1415,36.587353,1.931567,33.328876
1416,36.585167,1.9289577,33.328876
1417,36.585167,1.9289577,33.328876
1418,36.58062,1.9281186,33.328876
1419,36.57821,1.9271054,33.328876
1420,36.573296,1.9241928,33.328876
1421,36.573296,1.9241928,33.328876
1422,36.573296,1.9241928,33.328876
1423,36.572315,1.9233668,33.328876
1424,36.570877,1.923702,33.328876
1425,36.57056,1.9234339,33.328876
1426,36.566933,1.9272203,33.328876
1427,36.566288,1.9276313,33.328876
1428,36.56196,1.9220961,33.328876
1429,36.56196,1.9220961,33.328876
1430,36.556694,1.9275299,33.328876
1431,36.55633,1.9279338,33.328876
1432,36.5504,1.933995,33.328876
1433,36.54896,1.936041,33.328876
1434,36.54737,1.9366283,33.328876
1435,36.54737,1.9366283,33.328876
1436,36.545044,1.9376913,33.328876
1437,36.538994,1.9352068,33.328876
1438,36.538994,1.9352068,33.328876
1439,36.53843,1.936017,33.328876
1440,36.536858,1.9344116,33.328876
1441,36.535744,1.9348327,33.328876
1442,36.533714,1.9329726,33.328876
1443,36.53084,1.9340014,33.328876
1444,36.53084,1.9340014,33.328876
1445,36.52783,1.9322275,33.328876
1446,36.52783,1.9322275,33.328876
1447,36.52783,1.9322275,33.328876
1448,36.52611,1.9319234,33.328876
1449,36.52611,1.9319234,33.328876
1450,36.522453,1.9334568,33.328876
1451,36.52201,1.9336047,33.328876
1452,36.52201,1.9336047,33.328876
1453,36.52163,1.9341443,33.328876
1454,36.52163,1.9341443,33.328876
1455,36.52021,1.9347773,33.328876
1456,36.518944,1.9353572,33.328876
1457,36.517857,1.9362837,33.328876
1458,36.51579,1.9351631,33.328876
1459,36.51579,1.9351631,33.328876
1460,36.502846,1.9220259,33.328876
1461,36.50161,1.9197919,33.328876
1462,36.497974,1.9197732,33.328876
1463,36.497974,1.9197732,33.328876
1464,36.491596,1.9234875,33.328876
1465,36.490955,1.9238666,33.328876
1466,36.49032,1.9247615,33.328876
1467,36.484688,1.9146945,33.328876
1468,36.482643,1.9170665,33.328876
1469,36.47277,1.9023412,33.328876
1470,36.456814,1.9135798,33.328876
1471,36.452335,1.9090068,33.328876
1472,36.452335,1.9090068,33.328876
1473,36.44874,1.9112142,33.328876
1474,36.44874,1.9112142,33.328876
1475,36.448223,1.9116222,33.328876
1476,36.448223,1.9116222,33.328876
1477,36.437218,1.9195527,33.328876
1478,36.432533,1.9227461,33.328876
1479,36.425335,1.9241047,33.328876
1480,36.42408,1.9234883,33.328876
1481,36.419964,1.9210708,33.328876
1482,36.419964,1.9210708,33.328876
1483,36.419964,1.9210708,33.328876
1484,36.419052,1.9223725,33.328876
1485,36.41667,1.9257637,33.328876
1486,36.415367,1.9276462,33.328876
1487,36.41006,1.9347477,33.328876
1488,36.40676,1.9325006,33.328876
1489,36.404488,1.9310138,33.328876
1490,36.398563,1.9387505,33.328876
1491,36.398277,1.9388964,33.328876
1492,36.394318,1.9447438,33.328876
1493,36.394318,1.9447438,33.328876
1494,36.394318,1.9447438,33.328876
1495,36.394318,1.9447438,33.328876
1496,36.394318,1.9447438,33.328876
1497,36.393574,1.9450083,33.328876
1498,36.38303,1.937072,33.328876
1499,36.380127,1.9382042,33.328876
1500,36.377083,1.9375163,33.328876
1501,36.37072,1.933996,33.328876
1502,36.368103,1.9354724,33.303024
1503,36.368103,1.9354724,33.303024
1504,36.359898,1.9406269,33.300858
1505,36.359898,1.9406269,33.300858
1506,36.356667,1.9457604,33.236286
1507,36.350967,1.954354,33.150658
1508,36.350967,1.954354,33.150658
1509,36.340237,1.9494131,33.150658
1510,36.332443,1.9485776,33.150658
1511,36.331013,1.9488405,33.150658
1512,36.327354,1.9514132,33.150658
1513,36.326984,1.9515561,33.150658
1514,36.326984,1.9515561,33.150658
1515,36.326984,1.9515561,33.150658
1516,36.32459,1.9541018,33.150658
1517,36.32459,1.9541018,33.150658
1518,36.32459,1.9541018,33.150658
1519,36.32459,1.9541018,33.150658
1520,36.32284,1.953158,33.150658
1521,36.318966,1.9547803,33.150658
1522,36.318233,1.9552792,33.150658
1523,36.318233,1.9552792,33.150658
1524,36.316128,1.9516906,33.150658
1525,36.312553,1.9523818,33.150658
1526,36.30524,1.964447,33.004414
1527,36.3034,1.9613658,33.004414
1528,36.30052,1.9625069,33.004414
1529,36.29801,1.9623313,33.004414
